iteration: 1, AUC: 0.9340028762817383
iteration: 3, AUC: 0.9273824691772461
iteration: 5, AUC: 0.9200096130371094
iteration: 7, AUC: 0.9119768142700195
iteration: 9, AUC: 0.9033622741699219
iteration: 11, AUC: 0.8940801620483398
iteration: 13, AUC: 0.8836746215820312
iteration: 15, AUC: 0.8721437454223633
iteration: 17, AUC: 0.8596591949462891
iteration: 19, AUC: 0.8470039367675781
iteration: 21, AUC: 0.8343372344970703
iteration: 23, AUC: 0.8214931488037109
